thisRow.t,notes,waitTrigger_page.start,waitTrigger_page.stop,text_waitSec.start,text_waitSec.stop,Trial,Game,fixation.start,fixation.stop,text_new_round.stopped,new_round.start,new_round.stop,step,Mover,choice.start,choice.stop,choice,choice.rt,show_choice.start,show_choice.stop,missed,participant,treatment,date,expName,psychopyVersion,frameRate,
,,11.737883751000027,16.164919676333312,16.16797302100008,21.171245709666678,1,21,21.164869466000027,25.16465004366661,29.154807828999992,25.160556499999984,29.16479928066657,,,,,,,,,,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,29.154807828999992,31.654025221666657,,,,1,computer,31.66831588900004,33.67193537966661,1,2.0036194906665656,33.66951443699986,35.681321105666726,,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,35.67070097099986,38.17037327366667,,,,2,subject,38.17195376399991,41.22431164366664,2,3.025724817000082,41.222269679999954,43.22680741966657,False,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,43.216628250999975,45.72032163166661,,,,3,computer,45.724876259999974,47.73468794766656,2,2.009811687666584,47.74759703599989,49.74320397566659,,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,49.732922991999885,51.73710354066658,,,,4,subject,51.74124365700004,63.48554695666668,1,11.718123550999962,63.48332761300003,65.48847761766662,False,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,65.48068379999995,67.48034882466665,,,,5,computer,67.481749068,69.48917048766658,2,2.007421419666585,69.48688780499992,71.4875183556667,,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,71.48038586400003,72.98045493966653,,,,6,subject,72.98435063099987,73.49487747266654,1,0.48479038999971635,73.49112263699999,75.5010316006667,False,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,75.49726596599999,78.49690591766672,,,,7,computer,78.50088916100003,80.50764858566664,1,2.006759424666612,80.50294577299996,82.50915464966671,,23092300,21,2023-09-23-0014,Race Game,2023.1.3,None,
,,,,,,1,21,82.51344732799998,84.01348371666656,,,,8,,,,,,,,,,,,,,,
